asset_code,updated_at,update_type,component_name,old_value,new_value,detail,made_by,model,source_sn
BSF24090982,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090983,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090984,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090985,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090986,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090987,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090988,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090989,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090990,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
BSF24090991,"2024-09-17 17:53:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Single","BSF24090982 - BSF24090991"
AL24090577,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090578,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090579,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090580,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090581,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090582,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090583,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090584,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090585,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090586,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090587,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090588,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090589,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090590,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090591,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090592,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090593,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090594,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090595,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
AL24090596,"2024-09-10 17:07:59",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24090577 - AL24090596"
BM24091271,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091272,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091273,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091274,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091275,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091276,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091277,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091278,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091279,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BM24091280,"2024-09-09 15:03:28",hardware,"SW สีเทาปนอยู่",,,"ยังมีใช้ SW สีเทาปนอยู่",Admin,,"BM24091271 - BM24091280"
BS24090316,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090317,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090318,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090319,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090320,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090321,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090322,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090323,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090324,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BS24090325,"2024-09-03 18:40:36",hardware,"SW on/off ใหม่ สีฟ้า",,,"ใช้ SW on/off ใหม่ สีฟ้า",Admin,"bitVisitor S","BS24090316 - BS24090325"
BSF24080961,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080962,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080963,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080964,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080965,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080966,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080967,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080968,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080969,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
BSF24080970,"2024-08-27 19:35:01",firmware,,,4.0.15,"FW 4.0.15 / ปรับตำแหน่ง connector ที่บอร์ด EXP.",Admin,"bitStamp Factory Single","BSF24080961 - BSF24080970"
AL24080557,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080558,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080559,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080560,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080561,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080562,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080563,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080564,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080565,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080566,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080567,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080568,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080569,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080570,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080571,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080572,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080573,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080574,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080575,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
AL24080576,"2024-08-20 12:42:04",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080557 - AL24080576"
BP24081575,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081576,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081577,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081578,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081579,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081580,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081581,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081582,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081583,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BP24081584,"2024-08-14 13:36:44",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,"bitVisitor Plus","BP24081575 - BP24081584"
BS24080306,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080307,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080308,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080309,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080310,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080311,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080312,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080313,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080314,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
BS24080315,"2024-08-07 16:52:10",hardware,Pi,,,"12VDC ปิด-เปิดตามบอร์ด Pi",Admin,"bitVisitor S","BS24080306 - BS24080315"
AL24080546,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080547,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080548,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080549,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080550,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080551,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080552,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080553,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080554,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080555,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080556,"2024-08-07 10:21:57",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080546 - AL24080556"
AL24080543,"2024-08-03 12:39:09",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080543 - AL24080545"
AL24080544,"2024-08-03 12:39:09",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080543 - AL24080545"
AL24080545,"2024-08-03 12:39:09",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24080543 - AL24080545"
BP24081565,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081566,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081567,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081568,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081569,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081570,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081571,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081572,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081573,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
BP24081574,"2024-08-01 08:35:55",hardware,"SW om/off ใหม่ สีฟ้า",,,"ใช้ SW om/off ใหม่ สีฟ้า",Admin,,"BP24081565 - BP24081574"
AL24070535,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070535 - AL24070542"
AL24070536,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070535 - AL24070542"
AL24070537,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
AL24070538,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
AL24070539,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
AL24070540,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
AL24070541,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
AL24070542,"2024-07-31 14:43:53",firmware,,,5.35,"FW 5.35",Admin,,"AL24070535 - AL24070542"
BSF24070932,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070933,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070934,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070935,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070936,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070937,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070938,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070939,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070940,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BSF24070941,"2024-07-26 15:07:56",hardware,"SW.reset ตัวยาว",,,"ใช้ SW.reset ตัวยาว",Admin,"bitStamp Factory Single","BSF24070932 - BSF24070941"
BS24070296,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070297,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070298,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070299,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070300,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070301,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070302,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070303,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070304,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
BS24070305,"2024-07-26 13:49:44",hardware,,,,"SW on/off ไม่ดี // ต่อตรง 12VDC ไม่ให้ auto reboot",Admin,"bitVisitor S","BS24070296 - BS24070305"
AL24070517,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070518,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070519,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070520,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070521,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070522,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070523,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070524,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070525,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070526,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070527,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070528,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070529,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070530,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070531,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070532,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070533,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
AL24070534,"2024-07-23 13:03:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24070517 - AL24070534"
BP24071555,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071556,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071557,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071558,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071559,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071560,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071561,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071562,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071563,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BP24071564,"2024-07-19 13:27:26",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor Plus","BP24071555 - BP24071564"
BM24071251,"2024-07-11 08:34:04",hardware,,,,"SW on/off ไม่ดี",Admin,"bitVisitor M","BM24071251 - BM24071260"
