asset_code,updated_at,update_type,component_name,old_value,new_value,detail,made_by,model,source_sn
AL23030138,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030139,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030140,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030141,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030142,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030143,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030144,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030145,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030146,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030147,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030148,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030149,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030150,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030151,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030152,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030153,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
AL23030154,"2023-03-20 10:03:25",firmware,,,5.23,"FW 5.23",Admin,bitScan,"AL23030135 - AL23030154"
BS23020105,"2023-02-10 14:56:18",other,,,,"ผลิตเพิ่มให้ครบ 10 เครื่อง จาก lot ก่อนหน้า",Admin,"bitVisitor S","BS23020105 - BS23020105"
BS23020096,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020097,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020098,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020099,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020100,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020101,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020102,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020103,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
BS23020104,"2023-02-06 16:13:17",other,,,,"เครื่องที่ 10 กล่องหมด",Admin,"bitVisitor S","BS23020096 - BS23020104"
